x,y,name
56,-60,5956
56,-61,6056
56,-62,6156
56,-63,6256
56,-64,6356
56,-65,6456
56,-66,6556
56,-67,6656
56,-68,6756
56,-69,6856
57,-38,3757
57,-39,3857
57,-40,3957
57,-41,4057
57,-42,4157
57,-43,4257
57,-44,4357
57,-45,4457
57,-46,4557
57,-47,4657
57,-48,4757
57,-49,4857
57,-50,4957
57,-51,5057
57,-52,5157
57,-53,5257
57,-54,5357
57,-55,5457
57,-56,5557
57,-57,5657
57,-58,5757
57,-59,5857
57,-60,5957
57,-61,6057
57,-62,6157
57,-63,6257
57,-64,6357
57,-65,6457
57,-66,6557
57,-67,6657
57,-68,6757
57,-69,6857
57,-70,6957
58,-39,3858
58,-40,3958
58,-41,4058
58,-42,4158
58,-43,4258
58,-44,4358
58,-45,4458
58,-46,4558
58,-47,4658
58,-48,4758
58,-49,4858
58,-50,4958
58,-51,5058
58,-52,5158
58,-53,5258
58,-54,5358
58,-55,5458
58,-56,5558
58,-57,5658
58,-58,5758
58,-59,5858
58,-60,5958
58,-61,6058
58,-62,6158
58,-63,6258
58,-64,6358
58,-65,6458
58,-66,6558
58,-67,6658
58,-68,6758
58,-69,6858
58,-70,6958
59,-39,3859
59,-40,3959
59,-41,4059
59,-42,4159
59,-43,4259
59,-44,4359
59,-45,4459
59,-46,4559
59,-47,4659
59,-48,4759
59,-49,4859
59,-50,4959
59,-51,5059
59,-52,5159
59,-53,5259
59,-54,5359
59,-55,5459
59,-56,5559
59,-57,5659
59,-58,5759
59,-59,5859
59,-60,5959
59,-61,6059
59,-62,6159
59,-63,6259
59,-64,6359
59,-65,6459
59,-66,6559
59,-67,6659
59,-68,6759
59,-69,6859
59,-70,6959
60,-32,3160
60,-40,3960
60,-41,4060
60,-42,4160
60,-43,4260
60,-44,4360
60,-45,4460
60,-46,4560
60,-47,4660
60,-48,4760
60,-49,4860
60,-50,4960
60,-51,5060
60,-52,5160
60,-53,5260
60,-54,5360
60,-55,5460
60,-56,5560
60,-57,5660
60,-58,5760
60,-59,5860
60,-60,5960
60,-61,6060
60,-62,6160
60,-63,6260
60,-64,6360
60,-65,6460
60,-66,6560
60,-67,6660
60,-68,6760
60,-69,6860
60,-70,6960
61,-32,3161
61,-33,3261
61,-36,3561
61,-41,4061
61,-42,4161
61,-43,4261
61,-44,4361
61,-45,4461
61,-46,4561
61,-47,4661
61,-48,4761
61,-49,4861
61,-50,4961
61,-51,5061
61,-52,5161
61,-53,5261
61,-54,5361
61,-55,5461
61,-56,5561
61,-57,5661
61,-58,5761
61,-59,5861
61,-60,5961
61,-61,6061
61,-62,6161
61,-63,6261
61,-64,6361
61,-65,6461
61,-66,6561
61,-67,6661
61,-68,6761
61,-69,6861
61,-70,6961
61,-71,7061
62,-30,2962
62,-31,3062
62,-32,3162
62,-33,3262
62,-34,3362
62,-35,3462
62,-36,3562
62,-37,3662
62,-38,3762
62,-39,3862
62,-40,3962
62,-41,4062
62,-42,4162
62,-43,4262
62,-44,4362
62,-45,4462
62,-46,4562
62,-47,4662
62,-48,4762
62,-49,4862
62,-50,4962
62,-51,5062
62,-52,5162
62,-53,5262
62,-54,5362
62,-55,5462
62,-56,5562
62,-57,5662
62,-58,5762
62,-59,5862
62,-60,5962
62,-61,6062
62,-62,6162
62,-63,6262
62,-64,6362
62,-65,6462
62,-66,6562
62,-67,6662
62,-68,6762
62,-69,6862
62,-70,6962
62,-71,7062
62,-72,7162
62,-73,7262
63,-30,2963
63,-31,3063
63,-32,3163
63,-33,3263
63,-34,3363
63,-35,3463
63,-36,3563
63,-37,3663
63,-38,3763
63,-39,3863
63,-40,3963
63,-41,4063
63,-42,4163
63,-43,4263
63,-44,4363
63,-45,4463
63,-46,4563
63,-47,4663
63,-48,4763
63,-49,4863
63,-50,4963
63,-51,5063
63,-52,5163
63,-53,5263
63,-54,5363
63,-55,5463
63,-56,5563
63,-57,5663
63,-58,5763
63,-59,5863
63,-60,5963
63,-61,6063
63,-62,6163
63,-63,6263
63,-64,6363
63,-65,6463
63,-66,6563
63,-67,6663
63,-68,6763
63,-69,6863
63,-70,6963
63,-71,7063
63,-72,7163
63,-73,7263
63,-74,7363
63,-75,7463
63,-76,7563
63,-78,7763
63,-79,7863
64,-30,2964
64,-31,3064
64,-32,3164
64,-33,3264
64,-34,3364
64,-35,3464
64,-36,3564
64,-37,3664
64,-39,3864
64,-40,3964
64,-41,4064
64,-42,4164
64,-43,4264
64,-44,4364
64,-45,4464
64,-46,4564
64,-47,4664
64,-48,4764
64,-49,4864
64,-50,4964
64,-51,5064
64,-52,5164
64,-53,5264
64,-54,5364
64,-55,5464
64,-56,5564
64,-57,5664
64,-58,5764
64,-59,5864
64,-60,5964
64,-61,6064
64,-62,6164
64,-63,6264
64,-64,6364
64,-65,6464
64,-66,6564
64,-67,6664
64,-68,6764
64,-69,6864
64,-70,6964
64,-71,7064
64,-72,7164
64,-73,7264
65,-30,2965
65,-31,3065
65,-32,3165
65,-33,3265
65,-34,3365
65,-35,3465
65,-37,3665
65,-39,3865
65,-40,3965
65,-41,4065
65,-42,4165
65,-43,4265
65,-44,4365
65,-45,4465
65,-46,4565
65,-47,4665
65,-48,4765
65,-49,4865
65,-50,4965
65,-51,5065
65,-52,5165
65,-53,5265
65,-54,5365
65,-55,5465
65,-56,5565
65,-57,5665
65,-58,5765
65,-59,5865
65,-60,5965
65,-61,6065
65,-62,6165
65,-63,6265
65,-64,6365
65,-65,6465
65,-66,6565
65,-67,6665
65,-68,6765
66,-30,2966
66,-31,3066
66,-32,3166
66,-34,3366
66,-35,3466
66,-36,3566
66,-37,3666
66,-38,3766
66,-39,3866
66,-40,3966
66,-41,4066
66,-42,4166
66,-43,4266
66,-44,4366
66,-45,4466
66,-46,4566
66,-47,4666
66,-48,4766
66,-49,4866
66,-50,4966
66,-51,5066
66,-52,5166
66,-53,5266
66,-54,5366
66,-55,5466
66,-56,5566
66,-57,5666
66,-58,5766
66,-59,5866
66,-60,5966
66,-61,6066
66,-62,6166
66,-63,6266
66,-64,6366
66,-65,6466
66,-66,6566
66,-67,6666
66,-68,6766
66,-69,6866
67,-30,2967
67,-31,3067
67,-32,3167
67,-33,3267
67,-34,3367
67,-35,3467
67,-36,3567
67,-37,3667
67,-38,3767
67,-39,3867
67,-40,3967
67,-41,4067
67,-42,4167
67,-43,4267
67,-44,4367
67,-45,4467
67,-46,4567
67,-47,4667
67,-48,4767
67,-49,4867
67,-50,4967
67,-51,5067
67,-52,5167
67,-53,5267
67,-54,5367
67,-55,5467
67,-56,5567
67,-57,5667
67,-58,5767
67,-59,5867
67,-60,5967
67,-61,6067
67,-62,6167
67,-63,6267
67,-64,6367
67,-65,6467
67,-66,6567
67,-67,6667
67,-68,6767
67,-69,6867
67,-70,6967
68,-29,2868
68,-30,2968
68,-31,3068
68,-32,3168
68,-33,3268
68,-34,3368
68,-35,3468
68,-36,3568
68,-37,3668
68,-38,3768
68,-39,3868
68,-40,3968
68,-41,4068
68,-42,4168
68,-43,4268
68,-44,4368
68,-45,4468
68,-46,4568
68,-47,4668
68,-48,4768
68,-49,4868
68,-50,4968
68,-51,5068
68,-52,5168
68,-53,5268
68,-54,5368
68,-55,5468
68,-56,5568
68,-57,5668
68,-58,5768
68,-59,5868
68,-60,5968
68,-61,6068
68,-62,6168
68,-63,6268
68,-64,6368
68,-65,6468
68,-66,6568
68,-67,6668
68,-68,6768
68,-69,6868
68,-70,6968
68,-71,7068
69,-30,2969
69,-31,3069
69,-32,3169
69,-33,3269
69,-34,3369
69,-35,3469
69,-36,3569
69,-37,3669
69,-38,3769
69,-39,3869
69,-40,3969
69,-41,4069
69,-42,4169
69,-43,4269
69,-44,4369
69,-45,4469
69,-46,4569
69,-47,4669
69,-48,4769
69,-49,4869
69,-50,4969
69,-51,5069
69,-52,5169
69,-53,5269
69,-54,5369
69,-55,5469
69,-56,5569
69,-57,5669
69,-58,5769
69,-59,5869
69,-60,5969
69,-61,6069
69,-62,6169
69,-63,6269
69,-64,6369
69,-65,6469
69,-66,6569
69,-67,6669
69,-68,6769
69,-69,6869
69,-70,6969
69,-71,7069
69,-72,7169
69,-78,7769
70,-30,2970
70,-31,3070
70,-32,3170
70,-33,3270
70,-34,3370
70,-35,3470
70,-36,3570
70,-37,3670
70,-38,3770
70,-39,3870
70,-40,3970
70,-41,4070
70,-42,4170
70,-43,4270
70,-44,4370
70,-45,4470
70,-46,4570
70,-47,4670
70,-48,4770
70,-49,4870
70,-50,4970
70,-51,5070
70,-52,5170
70,-53,5270
70,-54,5370
70,-55,5470
70,-56,5570
70,-57,5670
70,-58,5770
70,-59,5870
70,-66,6570
70,-67,6670
70,-68,6770
70,-69,6870
70,-70,6970
70,-71,7070
70,-72,7170
71,-30,2971
71,-31,3071
71,-32,3171
71,-33,3271
71,-34,3371
71,-35,3471
71,-36,3571
71,-37,3671
71,-38,3771
71,-39,3871
71,-40,3971
71,-41,4071
71,-42,4171
71,-43,4271
71,-44,4371
71,-45,4471
71,-46,4571
71,-47,4671
71,-48,4771
71,-49,4871
71,-50,4971
71,-51,5071
71,-52,5171
71,-53,5271
71,-54,5371
71,-55,5471
71,-56,5571
71,-57,5671
71,-58,5771
71,-59,5871
71,-66,6571
71,-67,6671
71,-68,6771
71,-69,6871
71,-70,6971
71,-71,7071
71,-72,7171
72,-30,2972
72,-31,3072
72,-32,3172
72,-33,3272
72,-34,3372
72,-35,3472
72,-36,3572
72,-37,3672
72,-38,3772
72,-39,3872
72,-40,3972
72,-41,4072
72,-42,4172
72,-43,4272
72,-44,4372
72,-45,4472
72,-46,4572
72,-47,4672
72,-48,4772
72,-49,4872
72,-50,4972
72,-51,5072
72,-52,5172
72,-53,5272
72,-54,5372
72,-55,5472
72,-56,5572
72,-57,5672
72,-58,5772
72,-59,5872
73,-31,3073
73,-32,3173
73,-33,3273
73,-34,3373
73,-35,3473
73,-36,3573
73,-37,3673
73,-38,3773
73,-39,3873
73,-40,3973
73,-41,4073
73,-42,4173
73,-43,4273
73,-44,4373
73,-45,4473
73,-46,4573
73,-47,4673
73,-48,4773
73,-49,4873
73,-50,4973
73,-51,5073
73,-52,5173
73,-53,5273
73,-54,5373
73,-55,5473
73,-56,5573
73,-57,5673
73,-58,5773
74,-30,2974
74,-31,3074
74,-32,3174
74,-33,3274
74,-34,3374
74,-35,3474
74,-36,3574
74,-37,3674
74,-38,3774
74,-39,3874
74,-40,3974
74,-41,4074
74,-42,4174
74,-43,4274
74,-44,4374
74,-45,4474
74,-46,4574
74,-47,4674
74,-48,4774
74,-49,4874
74,-50,4974
74,-51,5074
74,-52,5174
74,-53,5274
74,-54,5374
74,-55,5474
74,-56,5574
74,-57,5674
74,-58,5774
74,-59,5874
75,-30,2975
75,-31,3075
75,-32,3175
75,-33,3275
75,-34,3375
75,-35,3475
75,-36,3575
75,-37,3675
75,-38,3775
75,-39,3875
75,-40,3975
75,-41,4075
75,-42,4175
75,-43,4275
75,-44,4375
75,-45,4475
75,-46,4575
75,-47,4675
75,-48,4775
75,-49,4875
75,-50,4975
75,-51,5075
75,-52,5175
75,-53,5275
75,-54,5375
75,-55,5475
75,-56,5575
75,-57,5675
75,-58,5775
75,-59,5875
76,-32,3176
76,-33,3276
76,-34,3376
76,-35,3476
76,-36,3576
76,-37,3676
76,-38,3776
76,-39,3876
76,-40,3976
76,-41,4076
76,-42,4176
76,-43,4276
76,-44,4376
76,-45,4476
76,-46,4576
76,-47,4676
76,-48,4776
76,-49,4876
76,-50,4976
76,-51,5076
76,-52,5176
76,-53,5276
76,-54,5376
76,-55,5476
76,-56,5576
76,-57,5676
76,-58,5776
76,-59,5876
77,-35,3477
77,-36,3577
77,-37,3677
77,-41,4077
77,-42,4177
77,-43,4277
77,-47,4677
77,-48,4777
77,-49,4877
77,-50,4977
77,-51,5077
77,-52,5177
77,-53,5277
77,-54,5377
77,-55,5477
77,-56,5577
77,-57,5677
77,-58,5777
77,-59,5877
